name,brand,website,google_place_id,house_number,street,country,postal_code,google_name,google_address,google_rating,google_user_ratings_total,google_lat,google_lng,google_link
Ben de Ruiter Tweewielers,giant,www.benderuiter.nl,ChIJh5GuTwZIxkcRZV0tHB-FYAM,9,Vrijheidslaan,Netherlands,3861 JB,Ben de Ruiter tweewielers,"Vrijheidslaan 9, 3861 JB Nijkerk, Netherlands",4.9,39,52.2252783,5.4848217,https://www.google.com/maps/place/?q=place_id:ChIJh5GuTwZIxkcRZV0tHB-FYAM
Fietsen & Koffie,giant,www.fietsenenkoffie.nl,ChIJHWMq3xwlyEcRhV3PdoEXROI,17A,Groningerstraat,Netherlands,9401 BG,Bikes and coffee,"Groningerstraat 17A, 9401 BG Assen, Netherlands",4.1,75,52.9968523,6.5636193,https://www.google.com/maps/place/?q=place_id:ChIJHWMq3xwlyEcRhV3PdoEXROI
Bike Store Gadet,giant,www.gadet.nl,ChIJcSmacuXpwEcRN5DqZ-Wzgo8,40-A,Kasteel Erensteinstraat,Netherlands,6222 VH,Bikestore Gadet,"Kasteel Erensteinstraat 40-A, 6222 VH Maastricht, Netherlands",4.6,43,50.8634225,5.7151553,https://www.google.com/maps/place/?q=place_id:ChIJcSmacuXpwEcRN5DqZ-Wzgo8
LG2Wielers,giant,www.lg2wielers.nl,ChIJCyfqAfS2xUcRYFBMUj0kECI,138,Kerklaan,Netherlands,2282 CN,LG2Wielers,"Kerklaan 138, 2282 CN Rijswijk, Netherlands",4.5,100,52.0531651,4.3364548,https://www.google.com/maps/place/?q=place_id:ChIJCyfqAfS2xUcRYFBMUj0kECI
Van der Linde Almere BV,giant,www.vanderlindealmere.nl,ChIJxxJiS-cWxkcRZaLuWkftVEU,8 B,Brouwerstraat,Netherlands,1315 BP,Fietsenwinkel Van der Linde,"Brouwerstraat 8 B, 1315 BP Almere, Netherlands",4.2,166,52.3683516,5.2172869,https://www.google.com/maps/place/?q=place_id:ChIJxxJiS-cWxkcRZaLuWkftVEU
Tria Fietsen,giant,,ChIJD00LOlMhx0cRufemmLIdgtY,113a,Dorpsstraat,Netherlands,5708 GG,TRIA Fietsen Stiphout,"Dorpsstraat 113a, 5708 GG Helmond, Netherlands",3.0,4,51.4839993,5.6239878,https://www.google.com/maps/place/?q=place_id:ChIJD00LOlMhx0cRufemmLIdgtY
Hapers Tweewielers Service,giant,www.hapers-tweewielers.nl,ChIJh8LhrCm9xkcRb3ZuZ6XK9I0,51,Kerkstraat,Netherlands,5126 GB,Hapers Tweewieler Service,"Kerkstraat 51, 5126 GB Gilze, Netherlands",4.8,4,51.5395099,4.9408660,https://www.google.com/maps/place/?q=place_id:ChIJh8LhrCm9xkcRb3ZuZ6XK9I0
Sporthuis Ad van Overveld,giant,www.rijwielsporthuisadvanoverveld.nl/,ChIJb4QDJoQXxEcR_HXxbACMBqY,181,Onze Lieve Vrouwestraat,Netherlands,4735 AD,Rijwielsporthuis Ad van Overveld,"Onze Lieve Vrouwestraat 181, 4735 AD Zegge, Netherlands",4.8,147,51.5617805,4.5160612,https://www.google.com/maps/place/?q=place_id:ChIJb4QDJoQXxEcR_HXxbACMBqY
Hans Janssen Tweewielers,giant,www.profilehansjanssen.nl,ChIJbypa-Q3PxUcRmTGdkH7I090,91,Dorpsstraat,Netherlands,2731 AM,Profile Hans Janssen,"Dorpsstraat 91, 2731 AM Benthuizen, Netherlands",4.8,75,52.0777878,4.5425936,https://www.google.com/maps/place/?q=place_id:ChIJbypa-Q3PxUcRmTGdkH7I090
Kroone-Liefting,giant,www.krooneliefting.nl,ChIJB18_gyj4xUcRFVRAKSd5n0I,137,Rijksweg,Netherlands,1906 BG,Rijwielhandel Kroone and Liefting B.V.,"Rijksweg 137, 1906 BG Limmen, Netherlands",4.0,166,52.5776843,4.6956529,https://www.google.com/maps/place/?q=place_id:ChIJB18_gyj4xUcRFVRAKSd5n0I
Rijwielhandel Van Zuijlen,giant,,ChIJDa_ub-j1xkcRPD9Owu1fLd8,61,Geldersestraat,Netherlands,4191 BB,Bike Totaal Rijwielhandel Van Zuijlen,"Geldersestraat 61, 4191 BB Geldermalsen, Netherlands",4.5,13,51.8833909,5.2940904,https://www.google.com/maps/place/?q=place_id:ChIJDa_ub-j1xkcRPD9Owu1fLd8
Profile Gieten,giant,www.profilegieten.nl,ChIJxcQzaHTYt0cRHVZ0FWw4iV0,2B,Oelenboom,Netherlands,9461 VA,Profile 'de Fietsspecialist' Gieten,"Oelenboom 2B, 9461 VA Gieten, Netherlands",4.5,33,53.0016870,6.7539371,https://www.google.com/maps/place/?q=place_id:ChIJxcQzaHTYt0cRHVZ0FWw4iV0
Van Slingerland Tweewielers,giant,www.vanslingerlandtweewielers.nl,ChIJ9TyP-v2Px0cR6Hv-W0S5ZhY,14,Hengelosestraat,Netherlands,7256 AC,Van Slingerland Fietsen,"Hengelosestraat 14, 7256 AC Keijenborg, Netherlands",4.9,64,52.0290192,6.2986467,https://www.google.com/maps/place/?q=place_id:ChIJ9TyP-v2Px0cR6Hv-W0S5ZhY
Giant Store van Bebber,giant,www.giantstore-vanbebber.nl,ChIJbxPfQxu-xkcROz9d0iGEGhc,17,Jacques Oppenheimstraat,Netherlands,5042 NM,GIANT Store van Bebber,"Jacques Oppenheimstraat 17, 5042 NM Tilburg, Netherlands",4.8,121,51.5685188,5.0546700,https://www.google.com/maps/place/?q=place_id:ChIJbxPfQxu-xkcROz9d0iGEGhc
Van Hulst Lijtweg B.v.,giant,www.biketotaalvanhulst.nl,ChIJS10MVNbGxUcRnbzWZWQtiog,6,Lijtweg,Netherlands,2341 HA,Total Cycling Bike Van Hulst,"Lijtweg 6, 2341 HA Oegstgeest, Netherlands",4.5,93,52.1848717,4.4709088,https://www.google.com/maps/place/?q=place_id:ChIJS10MVNbGxUcRnbzWZWQtiog
Nico's Fietsen,giant,www.nicosfietsen.nl,ChIJZ2e1IEm_xUcRfnOUYZiRPj8,82B,Zeeweg,Netherlands,2224 CG,Nico's Cycling,"Zeeweg 82B, 2224 CG Katwijk aan Zee, Netherlands",4.6,112,52.2025484,4.4089898,https://www.google.com/maps/place/?q=place_id:ChIJZ2e1IEm_xUcRfnOUYZiRPj8
Giant Store Douma ter Veld,giant,www.giantstore-doumaterveld.nl,ChIJP6GN1781yEcRK1PvHpKUnjE,1,Kokswijk,Netherlands,9354 BV,Giant store Douma ter Veld,"Kokswijk 1, 9354 BV Zevenhuizen, Netherlands",5.0,14,53.1235418,6.3487147,https://www.google.com/maps/place/?q=place_id:ChIJP6GN1781yEcRK1PvHpKUnjE
Fluit Tweewielers,giant,www.fluittweewielers.nl,ChIJr-uJ8P2Px0cRQPHYkVjyeVk,12,Plakhorstweg,Netherlands,7008 AT,Fluit Tweewielers,"Plakhorstweg 12, 7008 AT Doetinchem, Netherlands",4.9,200,51.9744626,6.2673811,https://www.google.com/maps/place/?q=place_id:ChIJr-uJ8P2Px0cRQPHYkVjyeVk
Douma & ter Veld Tweewielers,giant,www.doumaterveld.nl,ChIJE5ABqEBLyEcRli7I5DKQFgI,7a,Rondweg,Netherlands,9861 GK,Douma ter Veld Tweewielers,"Rondweg 7a, 9861 GK Grootegast, Netherlands",4.6,14,53.2134926,6.2841217,https://www.google.com/maps/place/?q=place_id:ChIJE5ABqEBLyEcRli7I5DKQFgI
Stevens Tweewielers,giant,www.stevenstweewielers.nl,ChIJLUk-Gs3OxUcRLkq2IROI7eE,32,Karel Doormanlaan,Netherlands,2712 JL,Stevens Tweewielers,"Karel Doormanlaan 32, 2712 JL Zoetermeer, Netherlands",4.8,128,52.0502986,4.5006613,https://www.google.com/maps/place/?q=place_id:ChIJLUk-Gs3OxUcRLkq2IROI7eE
Bas Tweewielers Zoetermeer,giant,,ChIJtxF2pmrJxUcR9aAFRNoC74o,50,Samanthagang,Netherlands,2719 CK,Bas Tweewielers Zoetermeer,"Samanthagang 50, 2719 CK Zoetermeer, Netherlands",4.6,51,52.0437175,4.4762390,https://www.google.com/maps/place/?q=place_id:ChIJtxF2pmrJxUcR9aAFRNoC74o
SALOMO BIKES B.V.,giant,www.salomobikes.nl,ChIJmdlT3tWxyEcRiSblks6EhLw,15,Dissel,Netherlands,1671 NG,Salomo Bikes,"Dissel 15, 1671 NG Medemblik, Netherlands",4.9,59,52.7652384,5.0925238,https://www.google.com/maps/place/?q=place_id:ChIJmdlT3tWxyEcRiSblks6EhLw
GIant Store Poutsma,giant,www.giantstore-poutsma.nl,ChIJhcim6_akx0cRSUznQYwYl5A,67,Sperwerstraat,Netherlands,6823 DK,Giant Store Poutsma,"Sperwerstraat 67, 6823 DK Arnhem, Netherlands",4.7,52,52.0034559,5.9343243,https://www.google.com/maps/place/?q=place_id:ChIJhcim6_akx0cRSUznQYwYl5A
Profile Goes,giant,www.profilegoes.nl,ChIJtfarr9yJxEcRWuVNfDmZm1I,20,Houttuinen,Netherlands,4461 BK,Profile Goes bike specialist,"Houttuinen 20, 4461 BK Goes, Netherlands",4.8,46,51.5080503,3.8901512,https://www.google.com/maps/place/?q=place_id:ChIJtfarr9yJxEcRWuVNfDmZm1I
Giant Store ’s-Heerenberg,giant,www.giantstore-sheerenberg.nl,ChIJBUuyq0edx0cRcgV1erF_hcg,22-24,Klinkerstraat,Netherlands,7041 BC,Giant Store 's-Heerenberg Tweewielers,"Klinkerstraat 22-24, 7041 BC 's-Heerenberg, Netherlands",4.9,119,51.8747247,6.2464584,https://www.google.com/maps/place/?q=place_id:ChIJBUuyq0edx0cRcgV1erF_hcg
Profile Bito ''de fietsspecialist'',giant,www.bito.nl,ChIJp2cJFzDPxkcRopcyNEal52M,63-65,Sniederslaan,Netherlands,5531 EH,profile Bito,"Sniederslaan 63-65, 5531 EH Bladel, Netherlands",4.7,32,51.3679866,5.2221637,https://www.google.com/maps/place/?q=place_id:ChIJp2cJFzDPxkcRopcyNEal52M
Fietsverh.Jan van Vlieland BV,giant,www.janvanvlieland.nl/,ChIJsdRhypEqyUcRmYj3WvPGH_M,7,Havenweg,Netherlands,8899 BB,Fietsverhuur Jan van Vlieland,"Havenweg 7, 8899 BB Oost-Vlieland, Netherlands",4.4,368,53.2965130,5.0748915,https://www.google.com/maps/place/?q=place_id:ChIJsdRhypEqyUcRmYj3WvPGH_M
Giant Store Utrecht,giant,www.giantstore-utrecht.nl,ChIJSZ_i2U1vxkcRhwmLKKQ0TCk,32,Nachtegaalstraat,Netherlands,3581 AJ,Giant Store Utrecht,"Nachtegaalstraat 32, 3581 AJ Utrecht, Netherlands",4.7,108,52.0924297,5.1300731,https://www.google.com/maps/place/?q=place_id:ChIJSZ_i2U1vxkcRhwmLKKQ0TCk
FietsPRO,giant,www.fietspro.nl,ChIJI6nyUsG9x0cRAkWE4BirYpU,6,Coldenhovenseweg,Netherlands,6961 ED,fietsPRO,"Coldenhovenseweg 6, 6961 ED Eerbeek, Netherlands",4.8,70,52.1043301,6.0655558,https://www.google.com/maps/place/?q=place_id:ChIJI6nyUsG9x0cRAkWE4BirYpU
2-Wielercentrum Bennekom,giant,,ChIJ_4AZiyStx0cR_cjYBAB80_w,49,Molenstraat,Netherlands,6721 WK,2 Wielercentrum Bennekom,"Molenstraat 49, 6721 WK Bennekom, Netherlands",4.9,14,52.0010676,5.6718910,https://www.google.com/maps/place/?q=place_id:ChIJ_4AZiyStx0cR_cjYBAB80_w
De FietsenmaKker B.V,giant,www.defietsenmakker.nl,ChIJ8z9Q52KXxEcR2mXDd3jjcX4,364,Troelstraweg,Netherlands,4384 AW,De Fietsenmakker Vlissingen,"Troelstraweg 364, 4384 AW Vlissingen, Netherlands",4.4,70,51.4637016,3.5572324,https://www.google.com/maps/place/?q=place_id:ChIJ8z9Q52KXxEcR2mXDd3jjcX4
Jasper fietsen,giant,www.jasperfietsen.nl,ChIJnTF_B20Ix0cRmpcbbA1e9k4,478,Weurtseweg,Netherlands,6541 BE,Jasper Fietsen Open op afspraak vanaf 1maart weer dagelijks geopend!,"Weurtseweg 478, 6541 BE Nijmegen, Netherlands",4.9,226,51.8542653,5.8371546,https://www.google.com/maps/place/?q=place_id:ChIJnTF_B20Ix0cRmpcbbA1e9k4
Van der Veeken Tweewielers,giant,www.vanderveekenfietsen.nl,ChIJ-5R_LTcfxEcRCeMeAk5mG8Y,104,Bisschopsmolenstraat,Netherlands,4876 AP,Van der Veeken Bike Specialist,"Bisschopsmolenstraat 104, 4876 AP Etten-Leur, Netherlands",4.1,30,51.5658216,4.6368188,https://www.google.com/maps/place/?q=place_id:ChIJ-5R_LTcfxEcRCeMeAk5mG8Y
Premiumbikes B.V.,giant,www.premiumbikes.nl,ChIJD-MVk9EzxEcR__09zwOZtNo,139,Slinge,Netherlands,3085 ER,Premiumbikes,"Slinge 139, 3085 ER Rotterdam, Netherlands",4.3,513,51.8740195,4.4939125,https://www.google.com/maps/place/?q=place_id:ChIJD-MVk9EzxEcR__09zwOZtNo
Bike Totaal Rob’s Tweewielers,giant,www.robstweewielers.nl,ChIJhVbSr087cEERMN77TKBV3_U,16,Stationsweg,Netherlands,5831 CR,Fietsplus Rob (formerly Rob's Tweewielers),"Stationsweg 16, 5831 CR Boxmeer, Netherlands",4.8,38,51.6451588,5.9394613,https://www.google.com/maps/place/?q=place_id:ChIJhVbSr087cEERMN77TKBV3_U
Giant Store Nieuwegein,giant,www.giantstore-nieuwegein.nl,ChIJx4ehfjRlxkcRNld8Xyfex_0,12,Nijverheidsweg,Netherlands,3433 NP,Giant store Nieuwegein,"Nijverheidsweg 12, 3433 NP Nieuwegein, Netherlands",4.9,36,52.0149101,5.1018239,https://www.google.com/maps/place/?q=place_id:ChIJx4ehfjRlxkcRNld8Xyfex_0
De Win Fietsen,giant,www.dewinfietsen.nl,ChIJXQqlzqEnx0cRBekS0t9XBWg,2,Korte Kerkstraat,Netherlands,5664 HG,De Win Fietsen,"Korte Kerkstraat 2, 5664 HG Geldrop, Netherlands",4.2,57,51.4216537,5.5575156,https://www.google.com/maps/place/?q=place_id:ChIJXQqlzqEnx0cRBekS0t9XBWg
Bikers' Best,giant,www.bikersbestrotterdam.com,ChIJfRJT9FYzxEcRb6ygqYYhnBw,3,Noordsingel,Netherlands,3035 EG,Bikers' Best,"Noordsingel 3, 3035 EG Rotterdam, Netherlands",4.1,90,51.9295763,4.4823156,https://www.google.com/maps/place/?q=place_id:ChIJfRJT9FYzxEcRb6ygqYYhnBw
Van der Woude fietsen B.V.,giant,www.vanderwoudefietsen.nl,ChIJy3H85kfhyEcROK80hOwEiMM,13,Oud Kaatsveld,Netherlands,8801 AA,Van der Woude Fietsen,"Oud Kaatsveld 13, 8801 AA Franeker, Netherlands",4.5,35,53.1852207,5.5488286,https://www.google.com/maps/place/?q=place_id:ChIJy3H85kfhyEcROK80hOwEiMM
van Oirschot + van Ginhoven,giant,www.thuisinfietsen.nl,ChIJaeQVgSW8xkcR07g9cwWC418,15,Kerkstraat,Netherlands,5133 AJ,"Van Oirschot Van Ginhoven ""thuis in fietsen""","Kerkstraat 15, 5133 AJ Riel, Netherlands",4.8,56,51.5230947,5.0229148,https://www.google.com/maps/place/?q=place_id:ChIJaeQVgSW8xkcR07g9cwWC418
PCS Fietsspecialist BV,giant,www.pcsfietsen.nl,ChIJ5T2W-CkHxkcR6MUWcDj3Pg8,16,Zuidersteeg,Netherlands,1441 BD,PCS Fietsspecialist B.V.,"B.V, Zuidersteeg 16, 1441 BD Purmerend, Netherlands",4.4,38,52.5086590,4.9459278,https://www.google.com/maps/place/?q=place_id:ChIJ5T2W-CkHxkcR6MUWcDj3Pg8
Hengeveld Bike Center,giant,www.ikwileenfiets.nl,ChIJpVwEhE55uEcR9ybJBFm0BvA,36-38-45,Landstraat,Netherlands,7121 CR,Hengeveld Bike Center,"Landstraat 36-38-45, 7121 CR Aalten, Netherlands",4.1,34,51.9282660,6.5809920,https://www.google.com/maps/place/?q=place_id:ChIJpVwEhE55uEcR9ybJBFm0BvA
RL Wheels,giant,,ChIJEWtbVdJKz0cRq7VBVWrgUqg,46,Nieuwstraat,Netherlands,1777 CM,RL Wheels BV,"Nieuwstraat 46, 1777 CM Hippolytushoef, Netherlands",4.9,35,52.9076045,4.9613115,https://www.google.com/maps/place/?q=place_id:ChIJEWtbVdJKz0cRq7VBVWrgUqg
